Tweet,Etiket
Ben ağızda patlayan şeker yediğimiz zamanları özledim,Negatif
Sesini özledim diye arayabilmek isterdim mesela.,Negatif
Biriyle konuşurken uyuyakalmayı özledim sabah uyandığımda ondan mesaj geldiğini görmeyi .,Negatif
Özledim seni harbiden aklıma da düşüverir aniden ,Negatif
Acılarım bu soğukta biz tutsa keşke .,Negatif
Samsuna dönünce yine efkarlı sözler atmaya başlıyacağım keşke bu gerçeğin farkında olmasam,Negatif
Keşke akrabaları kendimiz seçebilsek muhteşem bir sülale kadrosu var kafamda ,Negatif
keşke kırıldığımız zaman karşı tarafa anlık bildirim falan gitseydi anlaşılmamak kahrediyor insanı,Negatif
Keşke herkes tanıdığımız gibi kalsa...,Negatif
Yıprandım belkide herkesten daha çok belkide senden daha çok,Negatif
çok yıprandım tükendim yaşadığım her an için deli gibi pişmanım,Negatif
"Yara bandı gibiyim. Başlarda sapasağlamken zamanla aşınıp, yıprandım.",Negatif
Kendime yeni bir ben lazım yeterince yıprandım.,Negatif
Yıprandım ya daha ne kadar sömürebilirsiniz acaba,Negatif
"Bunca yıl hep hayatımdaydın hiç bıkmadım ama yıprandım , yoruldum biraz değer yani çok değil.",Negatif
"Son 3 yılda öyle bir yıprandım ki gözaltı torbalarıma ya da stres sivilcelerime falan bakmama hiç gerek yok, çok net yıprandım.",Negatif
Gece acıkıp sorma kurma olayı senden bıktım ama ya,Negatif
Yetkililerden acil bir kezbansız hava sahası talep ediyorum bıktım help me please.,Negatif
Sosyal medyada saçma sapan aşk acısı yazılarını okumaktan bıktım,Negatif
Bu saatte acıkmaktan bıktım ya vallahi yeter ya.. spora başlıcam aman diye diye panda gibi oldum yine,Negatif
"Yemin ederim yıldım, bıktım ya beni bir salın",Negatif
Merak etme bu gece son gecemiz. Tükendim haliyle vazgeçtim,Negatif
Biz tükendik mi bilmiyorum ama ben tükendim. Yok yani daha ilerisi,Negatif
Söylediğim hiçbirşey için pişman değilim sizi insan yerine koyduğum için pişmanım...,Negatif
Gözümde büyüttüğüm her şey için çok pişmanım aklı olan gözünde büyütmesin,Negatif
Bir yerlereniz kalkmasın diye özledim demeye çekinir hale geldik.,Negatif
Gratise girdim baba çok pişmanım,Negatif
Hissediyor musun bilmiyorum ama çok özledim.,Negatif
Geceleri uyayabilmeyi gündüzleri ise doğru düzgü uyanabilmeyi özledim.,Negatif
"Çok yoruldum artık, Her şeyden uzaklaşmak istiyorum.",Negatif
Ne vazgeçiyorum tamamen ne de çabalıyorum ben galiba yoruldum.,Negatif
"Olacağı varsa oluyor ya hani, biteceği varsa da bitsin, yoruldum.",Negatif
"Benim artık kalbim dayanmıyor, çok yoruldum. ",Negatif
"ben öksürmekten yoruldum, öksürük benden bıkmadı ",Negatif
"Kimin ahı varsa bende, gelsin özrümü dileyeyim de kapansın konu. Olmuyor böyle çok yoruldum vallahi bak.",Negatif
Hayatımın arka fonunda sürekli ‘ben yoruldum hayat’ çalıyor.,Negatif
Bu okyanuslar beni boğuyor yüzemiyorum artık bu sularda yoruldum,Negatif
Off herkesten akıllı olmaktan bıktım artık ,Negatif
Twitter'ımın sürekli kitlenip açılmasından bıktım artık ,Negatif
Bıktım artık sınav sonunda doğrularımı saymaktan artık yanlışlarımı saymak istiyorum :((,Negatif
Sürekli acıkıyorum yemek yemekten bıktım artık,Negatif
sinir hastası bir köpek olmaktan gerçekten bıktım artık,Negatif
"Beynen, ruhen, fiziken yani tüm benliğimle yorgunum..",Negatif
Artık herhangi bir hayaIe kucak açamayacak kadar yorgunum!,Negatif
"Canım sıkkın, yorgunum, hava bok gibi, kimseyi sevmiyorum.",Negatif
"Üzülemeyecek kadar yorgunum diyorum, sonra öyle bir şey oluyor ki ben yine paramparça...",Negatif
Beni bırakın kendi halime çok bitkinim ve de yorgunum.,Negatif
Yine 10 lu halleyi bitirecek kadar üzgünüm,Negatif
Üzgünüm ve artık bunun benimle de alakası kalmadı,Negatif
Değişik insan tanıma kotamın sonuna geldim üzgünüm canım,Negatif
Seni kendim de dahil herkese savunduğum için çok üzgünüm,Negatif
Çirkinlerin katlanılabilecek hiçbir tarafı yok. Üzgünüm..,Negatif
Bugün çok mutsuzum. Hava da rüzgarlı. Rüzgarlı havalarda ben hep mutsuz olurum zaten.,Negatif
Uykumu alamadım çok mutsuzum,Negatif
Kafam içine sığmadı çok mutsuzum.,Negatif
"O kadar umutsuzum ki, kafama pisleyen kuştan medet umuyorum.",Negatif
ihanet yolundan geçenleri yolun sonunda sadece kırık bir kalp ve gözyaşı beklemektedir... ,Negatif
Anneni ağlarken görmek sevgilinin terketmesi dostlarından kazık yemek hayatımın özeti ,Negatif
Üzgünüm seni üzdüm ama çok pişmanım sayende az yaşarmadı gözüm ama düşman değilim,Negatif
ölmüşüz ağlayanımız yok kokmuşuz tuzlayanımız yok ,Negatif
"sen var boşvermek her şeyi, anlatsam ağlarsın ",Negatif
Severek ayrılanlar bilirler ayrılığı. Severek ayrılanlar yaşarlar pişmanlığı.. ,Negatif
Ne zamandır grip olmuyorum ne kötü bişeydir bu ya berbat hissediyorum kolumu zor kaldırıyorum ya! Ve gözlerim doluyor ,Negatif
"Pişmanlık nedir , gelin ben size anlatayım en hasını",Negatif
Artık birşeyleri demekten yoruldum ne oluyorsa olsun kafasındayım,Negatif
Yürek yorgun düştüğünde ter gözden akar ,Negatif
Tiyatrodan geliyorum hoca rolleri dağıtçak sandım yanılmışım çok kırgınım,Negatif
Ah keşke emin olabilsem senden ama manyağın teki gibi davranıp duruyorsun üzgünüm,Negatif
Basketbolu çok özledim :( ,Negatif
Böyle kepaze hayatı sürüklemekten yoruldum arkadaşlar,Negatif
Bir çaya bir sigaraya kırgınım bu ara...,Negatif
Hayat beni neden yıpratıyorsun ,Negatif
"Abimde burda olysadı keşke ya, özledim ",Negatif
Pişmanlık duyduğunuz ne varsa yakın gitsin,Negatif
"Ben çok üzüldüm, sen üzülmedin mi?",Negatif
Yakın geleceği merak etmekten yoruldum bu bir hafta geçmez artık,Negatif
"Geriye dönük tek pişmanlığım, geriye dönmekti.",Negatif
O kadar çok özledim ki şu insanları ordaki hayatımızı. Bazen diyorum ki keşke tıp okusaydık 2 senemiz daha olurdu. ,Negatif
Eskisi gibi kalmayışınıza çok kırgınım.,Negatif
Ben artık laf anlatmaktan yoruldum! Kestim sesimi,Negatif
"Her akşam aynı hüzün, yol gözler iki gözüm...  ",Negatif
"Pişmanlığım çok derin, içinde boğuluyorum.",Negatif
Bakkalda eczanede havalimanında her yerde stres çarkı satılıyor stres çarkı görmekten strese girdim bitsin artık şu meret ağlayacam ,Negatif
Banyo yapıp dots ost dinleyeceğim çok özledim,Negatif
Michaelın kaş piercingini özledim bir de renkli saçlarını,Negatif
Kötü olamıyorum Sadece kırgınım üzgünüm..,Negatif
Hepinize az biraz kırgınım kediler üzerine alınmasın.,Negatif
Üzülüyorum kayıplarımı sayıp ,Negatif
Konyaspor adına üzüldüm hakem rakip gibi davranıyor,Negatif
Ben bıktım tükendim artık yeter bu acılardan ,Negatif
Keşke Sivas maçı bugün olsaydı şimdiden özledim Galatasaray'ımı,Negatif
Hangi renge dönsem yüzümü hüzün.. ,Negatif
"Bir vakit ağladığın için, kalbine hüzün gölge etmesin diye, ne çok uğraştım ",Negatif
"Hüzün olmaz mı, elbette var. Hüzün benim sigaramı söndürüşümde bile var. ",Negatif
"Ben sana değil, seni bu kadar değişmek zorunda bırakanlara kırgınım.",Negatif
Lisenin bitmesinin verdiği hüzün.. ,Negatif
O kadar yorgunum ki üzerimden sanki fil geçmiş gibi hissediyorum,Negatif
Bugün birisi yüzüm olmasa yakışıklı olacağımı söyledi kırgınım,Negatif
Şarkılarında hep hüzün vardı. Aramızdan ayrılışında çok hüzünlü oldu. Allah makamını cennet eylesin. ,Negatif
Ne yapsam olmuyor gözüm. Terketmiyor bizi hüzün... ,Negatif
Bugünün adı yalnızlık ve hüzün. ,Negatif
"her gecenin göğsünde ayrı bir hüzün yatar; ah ne uzundur kuşatılanın gecesi, sarmalayamadığından... ",Negatif
Kelimelerle anlatılamayan şeylere çok kırgınım.,Negatif
"Bir insanın, sizin yokluğunuzda daha mutlu olacağını bilmek kadar mutsuz edici bir durum yok. ",Negatif
Bu hava beni mutsuz olmaya zorluyor ,Negatif
Ben mutsuzluktan saçlarımı kestirmekten bıktım onlar mutsuz etmekten bıkmadılar. ,Negatif
Ağzımın tadı pek bir bozuk bu aralar ağlayasım var ,Negatif
Belki bizim kaderimiz mutsuz olmaktı ,Negatif
orta okul günlerimi özledim ben keşke geri dönebilsek,Negatif
Çok şükür bugünde mutsuz yattık herkese kötü geceler ,Negatif
Çok mutsuz ve bok gibi olduğum için uyuyamadım sürekli bir şeyler yazmak istiyorum burası klozet gibi bir yer ,Negatif
Mutsuz yalnız ve fakirim. Uf ya. ,Negatif
"Vedaları sevmiyorum, soguk oluyor, acı, mutsuz ",Negatif
ben mutsuz olmak için mi doğdum acaba ,Negatif
"yalnızlık, ben ayrılmak istiyorum. ",Negatif
Çok ağlıyorum. Sebepli sebepsiz. Çok ağlıyorum.,Negatif
"vazgeçtim anlamlı bir şekilde mutsuz oluyorum, kendi rızamla ",Negatif
Ben çok mutsuzum. Tırnaklarıma kadar mutsuzum.. Saç tellerime kadar mutsuz.. ,Negatif
ben ağlamaya gidiyorum. ,Negatif
insanların pişmanlığı olmamak için uğraşırken onlar benim pişmanlığım oldu garip,Negatif
Senin için değilde kaybettiğim ve boşa harcadığım zamana üzüldüm sadece,Negatif
"Önceden çabalardım, artık yoruldum",Negatif
"Öyle yorgunum ki boyle ayak bileklerimden asağısı sızlıyor, sağ omzum çanta askısından 3 cm çökmüş bile olabilir... ",Negatif
Hayatımın en zor zamanları askerlikti o bitkinlik yorgunluk anlatılamaz ,Negatif
üzüldüm tabi yazık oldu. Ayfon alıcam ayırdığım parayla.,Negatif
Böyle sağanak yağmur yağınca arabam dışardaysa çok üzülüyorum ıslanıyor diye ,Negatif
"Bilinmedik bir hüzün var içimde .. Bir gariplik.. Yalnızlık mı suçlu, gece mi ..?",Negatif
Önce biraz zor gelecek ama alışacaksın üzülmeye ,Negatif
"Bilinmedik bir hüzün var içimde, bir gariplik. Anladım ki, ya ben fazlayım bu şehirde yada biri eksik.",Negatif
Keşke beni senden vazgeçmek zorunda bırakmasaydın.,Negatif
Çal hadi bir yalnızlık şarkısı hüzün keder dert dolsun içimize ,Negatif
"Artık, insanlara bi şeyler anlatmaktan yoruldum ve, hiç kimsenin peşinden de koşmakta istemiyorum artık..",Negatif
Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ,Negatif
Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,Negatif
İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ,Negatif
Tuncelideki kazada hayatını kaybedenlere çok üzüldüm Yakınlarına sabır ve başsağlığı dilerim ,Negatif
"Baktırdığım falların başı çıkıyor sonu çıkmıyor, falcı bacı ve falaaddine bir miktar kırgınım",Negatif
Hayat ölene kadar hissedilen zevklerden çekilen acılar çıkarıldığı zaman geriye kalandır ,Negatif
"Daha demin açtım Ceylan Ertem ""esmer'i"" kara kara niye hiç sevilmediğimi düşündüm işte bu üzücü.",Negatif
Bazı hisleri tek taraflı yaşadığım için kırgınım.,Negatif
Şu okulda bir şeyler kaybetmekten sıkıldım artık Okul okul değil kara delik sanki ,Negatif
"Bülent Serttaş'ın mentionı beni çok üzdü ya, gördüğümden beri kalbim kırık.",Negatif
,Negatif
"Tuncelide helikopter kazasında kaybettiğimiz şehitlerimize Allahtan rahmet dilerim, Büyük acı Işıklar içinde yatsınlar Başımız sağolsun ",Negatif
aynı şeyi düşünüp farklı dil konuşanlara çok üzülüyorum ,Negatif
Keşke suskunluğum saygımdan olsa ben saygıyı geçtim ben kırgınım,Negatif
Tükenmişlik sendromuna 22 imde yakalandım ,Negatif
Duygusal film izleyeyim dedim oturdum kendi hayatıma ağlıyorum,Negatif
Bende hasta olmaya başladım sıkıntıdan,Negatif
Her gün kötü bir güne uyanıyoruz bu ülkede ,Negatif
Ağlıyorum ya bu hayal sahneleri beni bitirdi,Negatif
Ya oturdum sıkıntıdan nat geo da ahmak bilimini izliyorum kim daha kötü tartışmayalım isterseniz,Negatif
Son farmakoloji dersini de veremedik ağlayacağım sayın seyirciler ,Negatif
Anlamak istemeyen anlamak isteyenin vaktini çalmasa keşke ,Negatif
Onca çektiğim sıkıntıdan sonra . Hiç kimsenin acısı açıkcası umrumda değil .,Negatif
Moralim harbiden çok bozuk yav harbi baya kötüyüm,Negatif
Patetes cipsi dünyada karşı koyamadığım tek yiyecek. Çok kötüyüm şu an,Negatif
Çok üzgünüm Hepimizin başı sağolsun bütün insanlığın ,Negatif
"Üzüntüden, ağlamaktan kirpiklerim dökülüyor çok güzel şimdi de onları nasıl uzatacağım diye ağlıyorum.",Negatif
Uykuyla dinlenemeyecek kadar yorgunum artık... ,Negatif
Dert ortağım ayıcığımı kaybettim hüzünlüyüm,Negatif
Keşke çocukluğum karşımda dursa da ona bir kerecik sarılabilsem.,Negatif
Kafam cam kırıklarıyla dolu doktor Bu nedenle beynimin her hareketinde düşüncelerim acıyor anlıyor musun ,Negatif
"kendimi üzgün hissediyorum, sanki tüm dünya’ya kırgınım.",Negatif
"Keşke tek tüm yanlışlarımız , yazım yanlışları olarak kalsaydı.",Negatif
Tuncelideki kazada hayatını kaybedenlere çok üzüldüm. Yakınlarına sabır ve başsağlığı dilerim ,Negatif
"Keşke hayal kırıklığı zayıflatsaydı, ne güzel şimdiye kadar yok olmuştum",Negatif
Hakkari Çukurca'da Şehit Düşen Kozan'lı Piyade Er Yusuf DEMİRYÜREK'E Allah'tan Rahmet Kederli Ailesine Başsağlığı Dilerim. ,Negatif
Hayal kurmazsan hayal kırıklığı da olmaz. Üzülmezsin işte. ,Negatif
İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ,Negatif
Yapılan fedakarlıklara vefasız oluşunuza kırgınım,Negatif
"Kadir Akaras beyin babası vefat etmiş, Allah sabırlar versin, Kadir beye başsağlığı diliyorum.",Negatif
Ben böyle kadere çok kırgınım,Negatif
Fotoğrafta dolmuş gözlerini hissettim çok kötü oldum,Negatif
Yarın dersaneye ağlayarak gitmemek için erkenden yattım arka fonda uyku imkansız çalıyor şu an ,Negatif
Ağlıyorum şu an çok kötü oldum niye üzdünüz adamı ,Negatif
Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,Negatif
Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ,Negatif
Keşke ilk dersimiz beden eğitimi olsaydı ,Negatif
"Kanatlarını kırıp karşınızdakinin, uçmasını bekliyorsunuz. Öyle olmuyor. Keşke olsa.",Negatif
Duygusal bir dizi izleyince aniden gelen ağlama hissi.,Negatif
Başım çatlıyor ağrıdan. Olabildiğince üzgünüm.,Negatif
Keşke tek sosyal medya twitter kalsa bi anda insta falan çökse,Negatif
Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.,Negatif
Hava soğuk ve senin yüzünden sarılamıyoruz sana bu yüzden biraz kırgınım,Negatif
"En ufak abartı yok bu diyeceğimde. Bazı günleri, bazı insanları ve bazı anları özlemekten soldum, tükendim, halim kalmadı.",Negatif
Sen muhteşem bi detaysın ama benim artık detaylara takılacak halim kalmadı.,Negatif
"İnsanların işi düşüklerinde aranan ve her işlerini çözen insan olmaktan bıktım, yoruldum artık... ",Negatif
19 liralık para üstünü bozuk para olarak veren garanti atmye kırgınım,Negatif
"Biraz da sen gayret et bizim için, inan ben çok yoruldum.",Negatif
Herkes hak ettiğini yaşıyorsa eğer ben kime ne yaptım da mutsuzum.,Negatif
Yemin ederim hayatımın en umutsuz dönemlerindeyim ya bir şeylere heves etmeye bile halim kalmadı.,Negatif
Moralim bozuk ve ilgiye ihtiyacım var ama herkes uzakta,Negatif
Beni bu yaşımda ekmek almaya gönderen hayata da bir parça kırgınım.,Negatif
Mutlu olmamı gerektirecek bi sebep olmadığı için mutsuzum,Negatif
Biri benim yerime yaşayabilir mi benim halim kalmadı da,Negatif
Moralim o kadar bozuk ki böyle zamanlarda destek olacak biri olmalı yanında ama nerde bende o şans ,Negatif
Aslına bakarsan bir çok şeyden yoruldum mesela kendimden,Negatif
Ders çalışsam mutsuzum çalışmayınca vicdan azabı çekiyorum yine mutsuzum,Negatif
Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.,Negatif
Alttan derslerimi sabahın körüne koyan sisteme de kırgınım,Negatif
"Hayatta çok üzüldüm ağladım, çok yıprandım ama yaptığım hiçbir şeyden bir deneyim diye aldığım farklı rimel kadar pişman olmadım.",Negatif
Aslında moralim bozuk ama gülesim de geliyor,Negatif
"Moralim bozuk, 10 sayfayı anlamadan okumuşum yine",Negatif
O kadar moralim bozuk ki zorla bile gülemiyorum,Negatif
Arkadaşlar moralim bozuk ben sigara kullanmıyorum biri benim yerime yakabilir mi?,Negatif
Moralim bozuk. Canım sıkkın. Param yok. ,Negatif
"Moralim bozuk değil ama iyi de değil, bir derdim yok ama varmış gibi, kötü değilim ama iyi de değilim. Falan filan... .",Negatif
Sınav haftası ilgiye ihtiyacım var moralim bozuk,Negatif
Moralim bozuk ama niye bozuk onu bilmiyorum,Negatif
Kendimle anlaşamadığım gibide kimseyle anlaşamıyorum yoruldum,Negatif
Moralim bozuk ve kalbim hiç olmadığı kadar kırık,Negatif
moralim bozuk olduğunda herşeyi sorun haline getirip moralimi daha beter bozmak gibi bir yeteneğim var,Negatif
O kadar moralim bozuk ki şu an internet niye bu kadar kötü diye ağlıyorum,Negatif
şunu şöyle yazarken yüreğim parçalandı şu an çok mutsuzum,Negatif
"çok mutsuzum , çok hastayım, çok yorgunum, bir parça merhamete hasretim. Güldürün beni biraz bari.",Negatif
"yalnızım, mutsuzum, sıkıldım, çalışmak istemiyorum, açım",Negatif
Gece gece duvarımla uğraşıyorum çünkü sıkıldım,Negatif
aykut kocaman takımın başında haberiyle uyandım ya çok mutsuzum,Negatif
mutsuzum çünkü ders çalışamıyorum odaklanamıyorum sınav haftam yaklaştı ders çalışamıyorum her konudan eksiğim var hayattan sıkıldım,Negatif
o kadar mutsuzum ki artık kalbim fiziksel mi duygusal mı acıyor anlayamıyorum,Negatif
Çok mutsuzum diye ağlamak istiyorum,Negatif
Bazen kendimi çok mutsuz hissediyorum acaba gerçekten hep mi mutsuzum diye sorguluyorum,Negatif
Öyle laf olsun diye değil ama. Cidden şişmanım ve mutsuzum. Keşke ölsem.,Negatif
Mutsuzum hemde çok bazen sanki kimse beni sevmiyormuş gibi geliyor,Negatif
Tırnağım kırıldı diye mutsuzum yoksa başka bir sebep falan değil,Negatif
Bugün saat 10 dan uyumak istiyorum o kadar yorgun ve mutsuzum ki anlatamam,Negatif
Uzaylılar dünyadan sıkıldım gelin artık alın beni bi uzaylı istilasına ihtiyacım var,Negatif
Hayat artık beni diskalifiye et gözünü seveyim tükendim,Negatif
Sıradan çinko karbon piller gibi tükendim resmen.,Negatif
"Belirsizliklerden çok sıkıldım, net olun.",Negatif
